Title,Author,Pages,Publisher,Year,Image,Text,Field
وفيات الأعيان وأنباء أبناء الزمان (حرف الهمزة)  أبو اسحاق الشيرازي,أبو العباس شمس الدين أحمد بن محمد بن إبراهيم بن أبي بكر ابن خلكان البرمكي الإربلي,1,دار صادر - بيروت,٦٨١هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A7%D8%A8%D9%88%20%D8%A7%D8%B3%D8%AD%D8%A7%D9%82%20%D8%A7%D9%84%D8%B4%D9%8A%D8%B1%D8%A7%D8%B2%D9%8A.PNG?raw=true,"الشيخ أبو إسحاق إبراهيم بن علي بن يوسف، الشيرازي، الفيروزأبادي الملقب جمال الدين؛ سكن بغداد، وتفقه على جماعة من الأعيان منهم أبو أحمد عبد الوهاب بن محمد بن أمين وأبو عبد الله محمد بن عبد الله البيضاوي وأبو القاسم منصور بن عمر الكرخي وغيرهم وصحب القاضي أبا الطيب الطبري كثيراً، وانتفع به، وناب عنه في مجلسه، ورتبه معيداً في حلقته، وصار إمام وقته ببغداد، ولما بنى نظام الملك مدرسته ببغداد، ساله أن يتولاها، فلم يفعل، فولاها لأبي نصر ابن الصباغ صاحب الشامل مدة يسيرة، ثم أجاب إلى ذلك فتولاها، ولم يزل بها إلى أن مات، وقد بسطت القول في ذلك في ترجمة الشيخ أبي نصر عبد السيد بن الصباغ، صاحب الشامل، فليطلب منه. وسمع الحديث من أبي بكر أحمد بن محمد بن أحمد بن غالب الخوارزمي البرقاني الحافظ وأبي علي الحسن بن أحمد بن إبراهيم بن شاذان البزار وأبي الفرج محمد بن عبد الله الخرجوشي الشيرازى وغيرهم. وصنف التصانيف المباركة المفيدة، منها: المهذب في المذهب، والتنبيه في الفقه، واللمع وشرحها في أصول الفقه، والنكت في الخلاف، والتبصرة، والمعونة، والتلخيص (٢) ، في الجدل، وغير ذلك، وانتفع به خلق كثير.
وله الشعر الحسن، فمنه:
سألت الناس عن خلٍ وفيٍ ... فقالوا ما إلى هذا سبيل
تمسك إن ظفرت (٣) بذيل (٤) حر ... فإن الحر في الدنيا قليل
وقال الشيخ أبو بكر محمد بن الوليد الطرطوشي الآتي ذكره إن شاء الله تعالى: كان ببغداد شاعراً مفلق، يقال له عاصم، فقال يمدح الشيخ أبا إسحاق قدس الله سره (١) :
تراه من الذكاء نحيف جسمٍ ... عليه من توقده دليل
إذا كان الفتى ضخم المعالي ... فليس يضره (٢) الجسم النحيل وكان في غاية من الورع والتشدد (٣) في الدين، ومحاسنه أكثر من أن تحصر.
ولد في سنة ثلاث وتسعين وثلثمائة بفيروزاباذ، وتوفي ليلة الأحد، الحادي والعشرين من جمادى الآخرة، قاله السمعاني في الذيل، وقيل: في جمادى الأولى، قاله السمعاني أيضا، سنة ست وسبعين وأربعمائة، ببغداد، ودفن من الغد بباب أبرز (٤) ، رحمة الله.
ورثاه أبو القاسم ابن ناقياء، واسمه عبد الله، وسيأتي ذكره إن شاء الله تعالى، بقوله:
أجرى المدامع بالدم المهراق ... خطب أقام قيامة الآماق
ما لليالي لا تؤلف شملها (٥) ... بعد ابن بجدتها أبي إسحاق
إن قيل مات فلم يمت من ذكره ... حي على مر الليالي باقي وذكره محب الدين النجار في تاريخ بغداد، فقال في حقه: إمام أصحاب الشافعي، ومن انتشر فضله في البلاد، وفاق أهل زمانه بالعلم والزهد، وأكثر علماء الأمصار (٦) من تلامذته. ولد بفير وزاباذ، بلدة بفارس، ونشأ بها، ودخل شيراز، وقرأ بها الفقه على أبي عبد الله البيضاوي، وعلى أبي أحمد
",التراجم والطبقات
وفيات الأعيان وأنباء أبناء الزمان (حرف الهمزة) أحمد بن طولون,أبو العباس شمس الدين أحمد بن محمد بن إبراهيم بن أبي بكر ابن خلكان البرمكي الإربلي,1,دار صادر - بيروت,٦٨١هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A7%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D8%B7%D9%88%D9%84%D9%88%D9%86.PNG?raw=true,"الأمير أبو العباس أحمد بن طولون، صاحب الديار المصرية والشامية والثغور؛ كان المعتز بالله قد ولاه مصر، ثم استولى على دمشق والشام أجمع وانطاكية والثغور في مدة اشتغال الموفق أبي أحمد طلحة بن المتوكل، وكان نائبا عن أخيه المعتمد على الله الخليفة وهو والد المعتضد بالله، بحرب صاحب الزنج.

وكان أحمد عادلاً جواداً شجاعاً متواضعاً حسن السيرة صادق الفراسة، يباشر الأمور بنفسه ويعمر البلاد ويتفقد أحوال رعاياه ويحب أهل العلم، وكانت له مائدة يحضرها كل يوم الخاص والعام، وكان له ألف دينار في كل شهر للصدقة، فأتاه وكيله يوماً فقال: إني تأتيني المرأة وعليها الإزار وفي يدها خاتم الذهب فتطلب مني، أفأعطيها فقال له: من مد يده إليك فأعطه. وكان مع ذلك كله طائش السيف، قال القضاعي: يقال إنه أحصي من قتله ابن طولون صبراً ومن مات في حبشه فكان عددهم ثمانية عشر ألفا. وكان يحفظ القرآن الكريم، ورزق حسن الصوت، وكان من أدرس الناس القرآن، وبنى الجامع المنسوب إليه الذي بين القاهرة ومصر في سنة تسع وخمسين ومائتين، وهذه الزيادة حكاها الفرغاني في تارخه، وذكر القضاعي في كتاب الخطط أنه شرع في عمارته سنة أربع وستين ومائتين، وفرغ منه في سنة ست وستين ومائتين، والله أعلم، وأنفق على عمارته مائة ألف وعشرين ألف دينارعلى ما حكاه أحمد بن يوسف مؤلف سيرته. وكان أبوه مملوكاً أهداه نوح بن أسد الساماني عامل بخارى إلى المأمون في جملة رقيق حمله إليه في سنة مائتين، ومات طولون في سنة أربعين ومائتين.",التراجم والطبقات
وفيات الأعيان وأنباء أبناء الزمان (حرف الباء) باديس الصنهاجي,أبو العباس شمس الدين أحمد بن محمد بن إبراهيم بن أبي بكر ابن خلكان البرمكي الإربلي,1,دار صادر - بيروت,٦٨١هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A8%D8%A7%D8%AF%D9%8A%D8%B3.PNG?raw=true,"أبو مناد باديس بن المنصور بن بلكين بن زيري بن مناد الحميري الصنهاجي والد المعز بن باديس الآتي ذكره إن شاء الله تعالى، وبقية نسبه مذكور (٢) في حرف التاء عند ذكر حفيده الأمير تميم؛ كان باديس المذكور يتولى (٣) مملكة (٤) إفريقية نيابة عن الحاكم العبيدي المدعي الخلافة بمصر، ولقبه الحاكم نصير (٥) الدولة، وكانت ولايته بعد أبيه المنصور، وتوفي أبوه يوم الخميس لثلاث خلون من شهر ربيع الأول سنة ست وثمانين وثلثمائة، بقصره الكبير خارج مدينة صبرة (٦) ، ودفن فيه ثاني يوم.
وكان باديس المذكور ملكا كبيرا، حازم الرأي، شديد البأس، إذا هز رمحاً كسره.
ومولده ليلة الأحد لثلاث عشرة ليلة خلت من شهر الأول سنة أربع وسبعين وثلثمائة بآشير، المذكور في ترجمة إبراهيم بن قرقول، ولم يزل على ولايته وأموره جارية على الشداد، ولما كان يوم الثلاثاء التاسع والعشرون من ذي القعدة سنة ست وأربعمائة أمر جنوده بالعرض، فعرضوا بين يديه وهو في قبة السلام جالس إلى وقت الظهر، وسره حسن عسكره وأبهجه زيهم وما كانوا عليه، وانصرف إلى قصره، ثم ركب عشية ذلك النهار (٦) في أجمل
مركوب، ولعب الجيش بين يديه، ثم رجع إلى قصره شديد السرور بما رآه من كمال حاله، وقدم السماط بين يديه فأكل مع خاصته وحاضري مائدته، ثم انصرفوا عنه وقد رأوا من سروره مالم يروه منه قط، فلما مضى مقدار نصف الليل من ليلة الأربعاء سلخ ذي القعدة سنة ست وأربعمائة (١) قضى نحبه، رحمه الله تعالى، فأخفوا امره ورتبوا أخاه كرامت ابن المنصور ظاهر، حتى وصلوا إلى ولده المعز فولوه، وتم له الأمر.
وذكر في كتاب الدول المنقطعة أن سبب موته أنه قصد طرابلس، ولم يزل على قرب منها عازماً على قتالها، وحلف أن لا يرحل عنها حتى يعيدها فدنا للزراعة لسبب اقتضى ذلك تركت شرحه لطوله، قال: فاجتمع أهل البلد عند ذلك إلى المؤدب محرز (٢) وقالوا: يا ولي الله، قد بلغك ما قاله باديس، فادع الله أن يزيل عنا بأسه، فرفع يديه إلى السماء وقال: يارب باديس اكفنا باديس، فهلك في ليلته بالذبحة، والله أعلم.
والصنهاجي - بضم الصاد المهملة وكسرها وسكون النون وفتح الهاء وبعد الألف جيم - هذه النسبة إلى صنهاجة، وهي قبيلة مشهورة من حمير، وهي بالمغرب، وقال ابن دريد: صنهاجة بضم الصاد لا يجوز غير ذلك، وأجاز غيره الكسر، والله أعلم، وضبط أسماء أجداده سيأتي إن شاء الله تعالى.
",التراجم والطبقات
وفيات الأعيان وأنباء أبناء الزمان (حرف الباء) أبو غالب التياني,أبو العباس شمس الدين أحمد بن محمد بن إبراهيم بن أبي بكر ابن خلكان البرمكي الإربلي,1,دار صادر - بيروت,٦٨١هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A7%D8%A8%D9%88%20%D8%BA%D8%A7%D9%84%D8%A8.PNG?raw=true,"أبو غالب تمام بن غالب بن عمر اللغوي المعروف بالتياني من أهل قرطبة سكن مرسية؛ كان إمامًا في اللغة وثقة في إيرادها، مذكورًا بالديانة والفقه والورع، وله كتاب مشهور جمعة في اللغة لم يؤلف مثله اختصارا وإكثارا، وله قصة تدل على دينه مع علمه (٢)، حكى ابن الفرضي أن الأمير أبا الجيش مجاهد بن عبد الله العامري وجه إلى أبي غالب المذكور أيام غلبته على مرسية، وأبو غالب ساكن بها، ألف دينار على أن يزيد في ترجمة هذا الكتاب مما ألفه أبو غالب لأبي الجيش مجاهد، فرد الدنانير وقال: والله لو بذلت لي الدنيا على ذلك لم أفعله، ولا استجزت الكذب، فإني لم أؤلفه لك خاصة، ولكن للناس عامة؛ فاعجب لهمة هذا الرئيس وعلوها، واعجب لنفس هذا العالم ونزاهتها. وقال ابن حيان: كان أبو غالب هذا مقدما في علم اللسان مسلمة له اللغة، وله كتاب جامع في اللغة سماه «تلقيح العين» (٣) جم الإفادة.",التراجم والطبقات
وفيات الأعيان وأنباء أبناء الزمان (حرف الباء) جعفر الصادق,أبو العباس شمس الدين أحمد بن محمد بن إبراهيم بن أبي بكر ابن خلكان البرمكي الإربلي,2,دار صادر - بيروت,٦٨١هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%AC%D8%B9%D9%81%D8%B1%20%D8%A7%D9%84%D8%B5%D8%A7%D8%AF%D9%82.PNG?raw=true,"جعفر الصادق
أبو عبد الله جعفر الصادق بن محمد الباقر بن علي زين العابدين بن الحسين بن علي بن أبي طالب، رضي الله عنهم أجمعين؛ أحد الأئمة الاثني عشر على مذهب الإمامية، وكان من سادات أهل البيت ولقب بالصادق لصدقه في مقالته وفضلُه أشهر من أن يذكر، وله كلام في صنعة الكيمياء والزجر والفأل، وكان تلميذه أبو موسى جابر بن حيان الصوفي الطرسوسي (٢) قد ألف كتابًا يشتمل على ألف ورقة تتضمن رسائل جعفر الصادق وهي خمسمائة رسالة.
وكانت ولادته سنة ثمانين للهجرة، وهي سنة سيل الجحاف، وقيل: بل ولد يوم الثلاثاء قبل طلوع الشمس ثامن شهر رمضان سنة ثلاث وثمانين.
وتوفي في شوال سنة ثمان وأربعين ومائة بالمدينة، ودفن بالبقيع في قبر فيه أبوه محمد الباقر وجده علي زين العابدين وعم جده الحسن بن علي، رضي الله عنهم أجمعين، فلله دره من قبر ما أكرمه وأشرفه.",التراجم والطبقات
طبقات الشعراء لابن المعتز (الغلاف), عبد الله بن محمد ابن المعتز العباسي,464,دار المعارف - القاهرة,296 هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%B7%D8%A8%D9%82%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B4%D8%B9%D8%B1%D8%A7%D8%A1%20%D8%BA%D9%84%D8%A7%D9%81.jpg?raw=true,"بسم الله الرحمن الرحيم
وبه نستعين
الحمد لله الذي أقحم مصاقع الفصحاء بمعجز كلامه، وأخرس شقاشق البلغاء بترتيبه ونظامه، وبهر العرب العرباء باختراع مفتحه وختامه، الذي لا يرتقي نز الأوهام إلى زلازل كنه جبروته، ولا يستحوذ لهام الأفهام على سبر نقطة من مساحة بيداء ملكوته، ولا تؤمل أفكار الحكماء الراسخين، إدراك لمعة من أثيريات لاهوته.
ميز نوع الإنسان عن جنسه بفصل الكلام، وفضلّ منه صنف الملوك فعظمت فضائلهم المشتركة بين الخاص والعام. واختص من خلقه نبينا محمدًا عليه أفضل الصلاة والسلام.
أحمده حمد معترف بالقصور عن أداء ما يجب منه عليه، وأشكره شكر مغترف من بحور فضله منيبًا بكليته إليه. والصلاة والسلام على من اهتزت بأرواح نصرة أعطاف دولة العرب، فماج بها خضم دول الأكاسرة والقياصرة فاضطرب، وخضع من إعمال حسامه ربّ التاج والسرير لصاحب
الشاة والبعير، فعطست العرب فرحًا بأنف العز الشامخ، وجرت مرحًا ذيل الشرف الباذخ الذي أبكى بمولده عيون الكفرة فخمدت نار فارس، وضعضع دعائم الفجرة فأصبح إيوان كسرى وهو طلل دارس، محمد المبعوث لامتطاء العباد جادة الرشاد، المبلغ عن الخالق إلى الخلائق قوانين الصواب والقواعد السداد، وعلى آله الذين شيدوا من بيوت الدين قواعد، وشرفوا بأقدامهم أعواد المنابر وساحات المساجد، وأصحابه أئمة الدين ورؤساء أهل اليقين بدور التمام ومصابيح الظلام، ما لمع البرق وغنّى الحمام، وأضحك الروض بكاء الغمام وبعد: فيقول أفقر العباد إلى الله عبد الله بن المعتز بالله بن المتوكل على الله بن محمد المعتصم بالله بن الرشيد بن هارون بن المهدي محمد بن أبي جعفر المنصور عبد الله بن محمد بن علي بن عبد الله بن العباس رضي الله عنه: عقد الفكر طرفي ليلة بالنجوم، لوارد ورد عليّ من الهموم، نفض عن عيني كحل الرقاد، وألبس مقلتي حلل السهاد، فتأملت فخطر على الخاطر في بعض الأفكار، أن أذكر في نسخة ما وضعته الشعراء من الأشعار، في مدح الخلفاء والوزراء والأمراء من بني العباس، ليكون مذكورًا عند الناس، متابعًا لما ألفه ابن نجيم قبلي بكتابه المسمى طبقات الشعراء الثقات، مستعينًا بالله المسهل الحاجات، وسميته طبقات الشعراء المتكلمين، من الأدباء المتقدمين.
فكان أول ترجمة ابن نجيم بشار بن برد وما له من الأشعار والآثار فنظرت في ذلك أن أجمعهم في هذا الكتاب، فرأيت الاختصار لأشعارهم عين الصواب، ولو اقتصيت جميع ما لهم من الأشعار لطال الكتاب، وخرج عن حد القصد، فاختصرت ذلك وذكرت ما كان شاذًا من دواوينهم، وما لم يذكر في الكتب من أشعارهم، واقتصرت على ما كان من مطولات قصائدهم، وبالله الاستعانة والتوفيق، وإليه المرجع والمآب، وما توفيقي إلا بالله، وعليه فليتوكل المتوكلون، ومنه يطلب الطالبون، وهو حسبي ونعم الوكيل، نعم المولى ونعم النصير.",التراجم والطبقات
طبقات الشعراء لابن المعتز, عبد الله بن محمد ابن المعتز العباسي,465,دار المعارف - القاهرة,297 هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1%20%D8%A7%D8%A8%D9%86%20%D9%87%D8%B1%D9%85%D9%87.PNG?raw=true,"أخبار ابن هرمة
هو إبراهيم بن علي بن سلمة بن عامر بن هرمة القرشي، أحد بني قيس بن الحارث بن فهر، ويقال لهم: الخلج. حجازي سكن المدينة، ويكنى أبا إسحاق.
قال الأصمعي: ختم الشعر بابن هرمة، فإنه مدح ملوك بني مروان، وبقي إلى آخر أيام المنصور.
فمن شعره في عبد الواحد بن سليمان:
إذا قيل من خير من يجتدى ... لمعترّ فهرٍ ومحتاجها
ومن يعجل الخيل يوم الوغى ... بإلجامها قبل إسراجها
أشارت نساء بني مالك ... إليك بها قبل أزواجها
وكانت له مدائح في عبد الله بن حسن بن حسن بن علي بن أبي طالب وفي حسن بن زيد عليهما السلام، وكان منقطعًا إليهما، فلما خرج محمد ابن عبد الله علي المنصور قعد عنه وقيل له يومًا، وقد أتهم في التشيع أنت القائل:
ومهما ألام على حبّة ... فإني أحبّ بني فاطمة بني بنت من جاء بالمحكما ... ت والدين والسنة القائمة
فقال: قائلها من عضَ بظر أمه، فقال له ابنه، يا أبت ألست تقولهما في وقت كذا وكذا؟ فقال: يا بني أيهما خير، أعض بظر أمي، أم يأخذني ابن قحطبة؟ وله في الحكم بن المطلب يمدحه:
لا عيب يوجد فيك إلا أنني ... أمسى عليك من المنون شفيقا
قال ابن المعتز: ومما يستجاد من شعره قوله:
قد يدرك الشرف الفتى ورداؤه ... خلق وجيب قميصه مرقوع",التراجم والطبقات
طبقات الشعراء لابن المعتز (اخبار سلم الخاسر), عبد الله بن محمد ابن المعتز العباسي,466,دار المعارف - القاهرة,298 هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%B3%D9%84%D9%85%20%D8%A7%D9%84%D8%AE%D8%A7%D8%B3%D8%B1.PNG?raw=true,"وهو سلم بن عمرو
حدثني الخاسر خالي. فقلت له: جعلت فداك، لم سمي الخاسر؟ فضحك وقال: سمي الخاسر لأنه تقرَّأ فبقي في تقرئه مدة يسيرة. فرقت حاله فاغتم لذلك، ورجع إلى شيء مما كان عليه من الفسق والمجون، وباع مصحفًا كان ورثه من أبيه، فاشترى بثمنه طنبورًا - وقيل: باع مصحفًا واشترى بثمنه دفتر شِعْر - فشاخ بالناس خبره، فسمي الخاسر بذلك، وقيل له: ويلك، في الدنيا أحد فعل ما فعلت؟ تبيع مصحفًا وتشتري بثمنه طنبورًا فقال: ما تقرب أحد إلى إبليس بمثل ما تقربت إليه، فإني أقررت عينه.
وقد قيل: إنما فعل ذلك مجونًا، ولم يكن رديء الدين. وأما الذين زعموا أنه اشترى بثمن المصحف الشعر، فقد رووا في أخباره أنه لما أفاد من الخلفاء والبرامكة بشعره ما أفاد من الأموال الجليلة قال: أنا الرابح ولست بالخاسر.
وكان من المطبوعين المجيدين. وكان تلميذًا لبشار بن برد الأعمى، ولما قال بشار بيته هذا:
من راقب الناس لم يظفر بحاجته ... وفاز بالطيبات الفاتك اللهجُ",التراجم والطبقات
طبقات الشعراء لابن المعتز (العماني) , عبد الله بن محمد ابن المعتز العباسي,467,دار المعارف - القاهرة,299 هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A7%D9%84%D8%B9%D9%85%D8%A7%D9%86%D9%8A.PNG?raw=true,"أخبار العماني
واسمه محمد بن ذؤيب، وهو من بني نهشل بن دارم من بني فقيم. حدَّثني أبو مالك عبيد الله بن محمد قال: حدثني بن الرياشي قال: قال الأصمعي: مات العماني وهو ابن ثلاثين ومائة سنة، ولم يكن عمانيًا، وإنما غلب عليه العماني. وكان السبب في ذلك أن دكينًا الراجز نظر إليه وهو يسقي الإبل ويرتجز، فرآه مصفرًا ضريرًا فقال: من هذا العماني؟ لصفرة وجهه، فلزمه ذلك.
قال الرياشي: قال الأصمعي: دخل العماني على الرشيد لينشده، وعليه قلنسوة طويلة، وخف ساذج، فقال له الرشيد: إياك أن تنشدني إلا وعليك عمامة عظيمة وخفان دلقمان.",التراجم والطبقات
طبقات الشعراء لابن المعتز (أخبار أبي يعقوب الخريمي) , عبد الله بن محمد ابن المعتز العباسي,468,دار المعارف - القاهرة,300 هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1%20%D8%A7%D8%A8%D9%8A%20%D9%8A%D8%B9%D9%82%D9%88%D8%A8%20%D8%A7%D9%84%D8%AE%D8%B1%D9%8A%D9%85%D9%8A.PNG?raw=true,"أخبار أبي يعقوب الخريمي
وكان من نسل الأتراك. حدثني إبراهيم بن منصور عن إبراهيم بن الحكم قال: قلت لأبي يعقوب: مديحك لأبي الهيذام ولمحمد بن منصور بن زياد في حياتهما أجود أم مراثيك لهما بعد وفاتها؟ فقال: يا مجنون، أين يقع شعر الندم والرعاية من شعر المودة إذا صادفت الرغبة.
وحدثني المبرد قال: كان الخريمي شاعرًا مفلقًا مقتدرًا على الشعر، وكان يمدح الخلفاء والوزراء والأشراف فيعطي الكثير، وله في الغزل ملح كثيرة، ومحاسن جمة، وهو القائل يفتخر:
ثقي بجميل الصبر مني على الدهر ... ولا تثقي بالصبر مني على الهجر
أصابت فؤادي بعد خمسين حجة ... عيون الظباء العفر بالبلد القفر
ومنها:
ولست بنظار إلى جانب الغنى ... إذا كانت العلياء من جانب الفقر
ولكنني مر العداوة واتر ... كثير ذنوب الشعر والأسل السمر
رميت بها أركان قيس بن جحدر ... فطحطتها قذف المجانيق بالصخر",التراجم والطبقات
لسان العرب," محمد بن مكرم بن على، أبو الفضل، جمال الدين ابن منظور الأنصاري الرويفعى الإفريقى",466, دار صادر - بيروت,١٤١٤ هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D9%84%D8%B3%D8%A7%D9%86%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8.PNG?raw=true,"ـ[لسان العرب]ـ
المؤلف: محمد بن مكرم بن على، أبو الفضل، جمال الدين ابن منظور الأنصاري الرويفعى الإفريقى (المتوفى: ٧١١هـ)
الناشر: دار صادر - بيروت
الطبعة: الثالثة - ١٤١٤ هـ
عدد الأجزاء: ١٥
[ترقيم الكتاب موافق للمطبوع، ومذيل بحواشي اليازجي وجماعة من اللغويين]",المعاجم
ĀB i. The concept of water in ancient Iranian culture,Encyclopaedia Iranica,2,Encyclopaedia Iranica,1982م,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A7%D9%84%D9%85%D8%A7%D8%A1%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%AB%D9%82%D8%A7%D9%81%D8%A9%20%D8%A7%D9%84%D8%A7%D9%8A%D8%B1%D8%A7%D9%86%D9%8A%D8%A9.PNG?raw=true,"ĀB “water.”

i. The concept of water in ancient Iranian culture

Zoroastrians, it has been said, could as justly be termed worshippers of water as of fire; and in revering this element they plainly continued an even more ancient tradition. The ancient Iranians respected water as the source of life, which nourished plants, animals, and men. In their cosmology water was the second of the seven “creations” (Pahl. dahišnān) into which the world was divided. Water filled the lower half of the spherical “sky,” all of it thus lying beneath the earth. There was one great sea, called in Avestan Vourukaša (Pahl. Varkaš or Fraxvkard), which was “the gathering place of the waters” (Vd. 21.15). This was fed by a mythical river, *Harahvatī Arədvī Sūrā (see Ardwīsūr); and two other rivers flowed out from it, the Vaŋhvī Dāityā (Pahl. Veh Dāiti or Veh Rōd) to the east and the Raŋha (Arang) to the west. According to Bundahišn 11.100.2 and 28.8, these rivers, which encircle the earth, were cleansed in the tidal sea Pūtika (Pahl. Pūtīk); and their waters then flowed back into Vourukaša (Vd. 5.18-19; Bd. 10.8-9). In the center of Vourukaša rose the mountain Us.həndava, around whose summit gathered vapors which were scattered as rain clouds (Bd. 9.8). Hence all the water that flowed in or descended on the earth came from Vourukaša, and the smallest spring or dewdrop could be regarded as representing the whole creation of water. Since the creation was essential to their life, the ancient Iranians evidently made offerings to it, to keep it pure and vivifying.

The use of water in libations has continued in Zoroastrianism up to the present (see Āb-zōhr). It is poured on the ground before a sacrifice or at the beginning of certain acts of worship. Because of its sacredness it should never be drawn from well or stream during hours of darkness, which are demon-haunted; nor can āb-zōhr ever be offered by night. Apart from the āb-zōhr, made directly to water itself, other sacrifices (including the blood sacrifice) were offered to divinities connected with water, namely, Ābān, Apąm Napāt, and Arədvī Sūrā. In Zoroaster’s own teachings the creation of water was assigned to the guardianship of Haurvatāt (Hordād); its ancient sanctity was thus reinforced.ĀB “water.”

i. The concept of water in ancient Iranian culture

Zoroastrians, it has been said, could as justly be termed worshippers of water as of fire; and in revering this element they plainly continued an even more ancient tradition. The ancient Iranians respected water as the source of life, which nourished plants, animals, and men. In their cosmology water was the second of the seven “creations” (Pahl. dahišnān) into which the world was divided. Water filled the lower half of the spherical “sky,” all of it thus lying beneath the earth. There was one great sea, called in Avestan Vourukaša (Pahl. Varkaš or Fraxvkard), which was “the gathering place of the waters” (Vd. 21.15). This was fed by a mythical river, *Harahvatī Arədvī Sūrā (see Ardwīsūr); and two other rivers flowed out from it, the Vaŋhvī Dāityā (Pahl. Veh Dāiti or Veh Rōd) to the east and the Raŋha (Arang) to the west. According to Bundahišn 11.100.2 and 28.8, these rivers, which encircle the earth, were cleansed in the tidal sea Pūtika (Pahl. Pūtīk); and their waters then flowed back into Vourukaša (Vd. 5.18-19; Bd. 10.8-9). In the center of Vourukaša rose the mountain Us.həndava, around whose summit gathered vapors which were scattered as rain clouds (Bd. 9.8). Hence all the water that flowed in or descended on the earth came from Vourukaša, and the smallest spring or dewdrop could be regarded as representing the whole creation of water. Since the creation was essential to their life, the ancient Iranians evidently made offerings to it, to keep it pure and vivifying.

The use of water in libations has continued in Zoroastrianism up to the present (see Āb-zōhr). It is poured on the ground before a sacrifice or at the beginning of certain acts of worship. Because of its sacredness it should never be drawn from well or stream during hours of darkness, which are demon-haunted; nor can āb-zōhr ever be offered by night. Apart from the āb-zōhr, made directly to water itself, other sacrifices (including the blood sacrifice) were offered to divinities connected with water, namely, Ābān, Apąm Napāt, and Arədvī Sūrā. In Zoroaster’s own teachings the creation of water was assigned to the guardianship of Haurvatāt (Hordād); its ancient sanctity was thus reinforced.",الموسوعات
Appointment as Judge/Qazi (Karaskan Sayyids),,1,Digital Persian Archive, 1039 هـ,https://asnad.org/media/facsimiles/sanad_001138-01.jpg,"هو
صدر حكم عالٍ يقضي بأن:
بما أن قضاء منطقة كراسكَان يجب أن يكون وفق النظام القديم،
فقد تم بموجب أمر كريم من الجناب العالي، ملاذ الحقائق، كمال الدين خواجه، التلطف بشأن ذلك،
فيجب على قضاة ولاية أخسيكت أن يعتبروا الأمر خاصًا بالمذكور،
ولا يحق لأي شخص، مهما كان، التدخل فيه أو إزعاجه،
ولا يعارض أحد في المهام الموكلة إليه في هذا الباب، ولا يتم التهاون في هذا الأمر.

السنة 1039 هـ (1629–1630 م)", المراسيم والفرمانات الإمبراطورية والملكية
 السنن المأثورة (بَابُ مَا جَاءَ فِي الصَّلَاةِ فِي السَّفَرِ),للإمام محمد بن إدريس الشافعي,445, دار المعرفة - بيروت,١٤٠٦ هـ ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A7%D9%84%D8%B3%D9%86%D9%86%20%D8%A7%D9%84%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9%20%D9%84%D9%84%D8%B4%D8%A7%D9%81%D8%B9%D9%8A.PNG?raw=true,"الكتاب: السنن المأثورة - للإمام محمد بن إدريس الشافعي (١٥٠ - ٢٠٤ هـ)
رِواية: أبي جعفر الطحاوي الحنفي
عن خاله: إسماعيل بن يحيى المزني (تلميذ الشافعي)
تحقيق: د عبد المعطي أمين قلعجي",كتب السنه
